1688096997.480403,0,1451.017456,1451.017456,959.131775,685.508423
1688096997.513754,1,1450.846191,1450.846191,959.141602,685.674194
1688096997.547106,2,1450.944702,1450.944702,959.144714,685.551514
1688096997.580457,3,1450.939575,1450.939575,958.841675,685.621338
1688096997.647162,4,1450.892822,1450.892822,958.830383,685.771912
1688096997.680513,5,1450.903198,1450.903198,958.751892,685.740540
1688096997.713865,6,1450.918823,1450.918823,958.695190,685.769775
1688096997.747218,7,1450.913696,1450.913696,958.679199,685.767517
1688096997.780569,8,1450.950073,1450.950073,958.646362,685.782349
1688096997.813920,9,1450.944702,1450.944702,958.685486,685.876282
1688096997.847271,10,1450.934326,1450.934326,958.721375,685.808105
1688096997.880624,11,1450.950073,1450.950073,958.741089,685.791321
1688096997.913975,12,1450.882690,1450.882690,958.710449,685.849548
1688096997.947330,13,1450.882690,1450.882690,958.870850,685.924744
1688096997.980682,14,1450.887695,1450.887695,958.947571,686.022400
1688096998.014039,15,1450.955200,1450.955200,959.035278,685.946106
1688096998.047383,16,1450.960327,1450.960327,959.230652,686.155945
1688096998.080737,17,1450.892822,1450.892822,959.243652,686.329224
1688096998.114086,18,1450.934326,1450.934326,959.558838,686.444885
1688096998.147439,19,1450.903198,1450.903198,959.490234,686.543274
1688096998.180791,20,1450.960327,1450.960327,959.791748,686.776489
1688096998.214149,21,1450.991577,1450.991577,959.846680,686.864746
1688096998.247496,22,1450.882690,1450.882690,960.141907,687.188354
1688096998.280846,23,1450.924194,1450.924194,960.145935,687.215637
1688096998.314197,24,1450.918823,1450.918823,960.418823,687.455750
1688096998.347559,25,1450.955200,1450.955200,960.458984,687.362549
1688096998.380900,26,1450.384399,1450.384399,960.484314,687.578735
1688096998.414253,27,1450.472534,1450.472534,960.515503,687.526855
1688096998.447605,28,1450.477661,1450.477661,960.529053,687.611328
1688096998.480956,29,1450.394653,1450.394653,960.462341,687.877075
1688096998.514308,30,1450.565796,1450.565796,960.393250,687.902710
1688096998.547660,31,1450.944702,1450.944702,960.323792,688.139648
1688096998.581011,32,1450.846191,1450.846191,960.339600,688.222473
1688096998.614363,33,1450.898071,1450.898071,960.148010,688.328735
1688096998.647715,34,1450.908569,1450.908569,960.189514,688.455383
1688096998.681068,35,1450.872192,1450.872192,960.035034,688.715820
1688096998.714418,36,1450.944702,1450.944702,959.905884,688.830566
1688096998.747770,37,1450.934326,1450.934326,959.866455,689.064880
1688096998.781122,38,1451.365234,1451.365234,959.906494,689.176025
1688096998.814475,39,1451.359863,1451.359863,959.654480,689.334778
1688096998.847826,40,1451.344482,1451.344482,959.656372,689.441895
1688096998.881177,41,1451.391113,1451.391113,959.496643,689.626282
1688096998.914530,42,1451.827148,1451.827148,959.498108,689.777832
1688096998.947882,43,1451.842651,1451.842651,959.485901,689.872375
1688096998.981234,44,1451.770020,1451.770020,959.473022,689.990662
1688096999.014590,45,1451.894531,1451.894531,959.386597,690.150085
1688096999.047937,46,1452.371948,1452.371948,959.404968,690.163330
1688096999.081289,47,1452.340942,1452.340942,959.387207,690.211609
1688096999.114640,48,1452.351318,1452.351318,959.452942,690.187744
1688096999.147991,49,1452.325439,1452.325439,959.447327,690.203003
1688096999.181344,50,1452.423950,1452.423950,959.518005,690.136719
1688096999.214695,51,1452.356445,1452.356445,959.573120,690.240906
1688096999.248047,52,1452.387573,1452.387573,959.793335,690.139587
1688096999.281398,53,1452.854736,1452.854736,959.835815,690.163513
1688096999.314753,54,1452.833984,1452.833984,959.977295,690.137695
1688096999.348104,55,1452.859985,1452.859985,960.097900,689.941223
1688096999.381455,56,1452.787231,1452.787231,960.148254,689.956848
1688096999.414806,57,1452.844360,1452.844360,960.379089,689.740417
1688096999.448159,58,1452.797729,1452.797729,960.456421,689.501221
1688096999.481511,59,1452.807983,1452.807983,960.743958,689.355164
1688096999.514862,60,1453.212891,1453.212891,960.775330,689.339600
1688096999.548216,61,1453.311401,1453.311401,960.842651,689.175415
1688096999.581566,62,1453.295898,1453.295898,961.048035,689.052979
1688096999.614917,63,1453.160889,1453.160889,961.117371,688.794739
1688096999.648271,64,1453.316772,1453.316772,961.283264,688.466736
1688096999.681621,65,1453.249268,1453.249268,961.217651,688.521851
1688096999.714973,66,1453.306274,1453.306274,961.352112,688.281311
1688096999.748325,67,1453.705933,1453.705933,961.437439,688.229919
1688096999.781681,68,1453.721436,1453.721436,961.551147,687.958130
1688096999.815028,69,1453.700684,1453.700684,961.693909,687.897949
1688096999.848379,70,1453.757812,1453.757812,961.719971,687.737122
1688096999.881732,71,1454.095215,1454.095215,961.815491,687.652161
1688096999.915083,72,1454.157349,1454.157349,961.988831,687.377808
1688096999.948436,73,1454.224854,1454.224854,962.119202,687.093323
1688096999.981786,74,1454.531128,1454.531128,962.329712,687.008179
1688097000.015138,75,1454.603760,1454.603760,962.403442,686.744690
1688097000.048490,76,1454.629761,1454.629761,962.638123,686.495728
1688097000.081846,77,1454.614136,1454.614136,962.748169,686.232178
1688097000.115194,78,1454.588257,1454.588257,962.738647,686.146118
1688097000.148546,79,1455.133179,1455.133179,962.857422,685.779297
1688097000.181916,80,1455.060547,1455.060547,962.901001,685.575073
1688097000.215250,81,1455.133179,1455.133179,962.875488,685.328125
1688097000.248602,82,1455.657471,1455.657471,963.067688,685.075500
1688097000.281953,83,1455.709351,1455.709351,962.864380,684.845398
1688097000.315305,84,1456.124390,1456.124390,962.826172,684.753479
1688097000.348656,85,1456.555298,1456.555298,962.768250,684.523804
1688097000.382009,86,1457.012085,1457.012085,962.705750,684.130920
1688097000.415367,87,1457.069214,1457.069214,962.609375,683.974915
1688097000.448712,88,1457.385742,1457.385742,962.447083,683.946228
1688097000.482063,89,1457.525879,1457.525879,962.329773,683.666565
1688097000.515415,90,1457.531006,1457.531006,962.250610,683.440186
