1688096997.600524,-0.837082,-0.099258,-0.538300
1688096997.610464,-0.846924,-0.103073,-0.540955
1688096997.620404,-0.849457,-0.104004,-0.545670
1688096997.630343,-0.844879,-0.098572,-0.554672
1688096997.640283,-0.840408,-0.093933,-0.562424
1688096997.650223,-0.832031,-0.087311,-0.557114
1688096997.660163,-0.823624,-0.083344,-0.554138
1688096997.670102,-0.823059,-0.075775,-0.553314
1688096997.680042,-0.825348,-0.076370,-0.549423
1688096997.689982,-0.821198,-0.074203,-0.545013
1688096997.699922,-0.818283,-0.062195,-0.546982
1688096997.709861,-0.813171,-0.054230,-0.552490
1688096997.719801,-0.807556,-0.054321,-0.550903
1688096997.729741,-0.806091,-0.055984,-0.546555
1688096997.739680,-0.811951,-0.063065,-0.543152
1688096997.749620,-0.813553,-0.069077,-0.539154
1688096997.759560,-0.813309,-0.073425,-0.535736
1688096997.769500,-0.820160,-0.073318,-0.539841
1688096997.779439,-0.821014,-0.068665,-0.543549
1688096997.789379,-0.814758,-0.067078,-0.547211
1688096997.799319,-0.812943,-0.065125,-0.545105
1688096997.809259,-0.814713,-0.062241,-0.535736
1688096997.819198,-0.810165,-0.061798,-0.534180
1688096997.829138,-0.802063,-0.055405,-0.534271
1688096997.839078,-0.797836,-0.048645,-0.538620
1688096997.849018,-0.792816,-0.045792,-0.543060
1688096997.858957,-0.790039,-0.040192,-0.546066
1688096997.868897,-0.787613,-0.037476,-0.555038
1688096997.878837,-0.796112,-0.030975,-0.562729
1688096997.888776,-0.801605,-0.022812,-0.569534
1688096997.898716,-0.795242,-0.023544,-0.576035
1688096997.908656,-0.784668,-0.021774,-0.573639
1688096997.918596,-0.784500,-0.020935,-0.563110
1688096997.928535,-0.785034,-0.031418,-0.556183
1688096997.938475,-0.781738,-0.040512,-0.551529
1688096997.948415,-0.787582,-0.035110,-0.543640
1688096997.958355,-0.788467,-0.030121,-0.542068
1688096997.968294,-0.774567,-0.025314,-0.549789
1688096997.978234,-0.765579,-0.010162,-0.550690
1688096997.988174,-0.759430,0.001526,-0.549377
1688096997.998113,-0.745178,-0.003418,-0.549683
1688096998.008053,-0.733551,-0.014084,-0.555511
1688096998.017993,-0.747208,-0.019150,-0.562302
1688096998.027933,-0.764191,-0.023972,-0.564194
1688096998.037872,-0.763962,-0.035126,-0.561005
1688096998.047812,-0.765915,-0.038544,-0.562469
1688096998.057752,-0.769852,-0.032974,-0.572342
1688096998.067692,-0.766953,-0.027664,-0.591812
1688096998.077631,-0.763245,-0.022430,-0.597656
1688096998.087571,-0.761826,-0.027206,-0.595383
1688096998.097511,-0.762878,-0.024429,-0.592712
1688096998.107451,-0.766479,-0.029938,-0.601471
1688096998.117390,-0.775635,-0.022858,-0.605835
1688096998.127330,-0.790802,-0.025894,-0.613724
1688096998.137270,-0.794678,-0.025986,-0.629425
1688096998.147210,-0.797256,-0.016861,-0.651672
1688096998.157149,-0.809006,-0.025803,-0.659027
1688096998.167089,-0.814575,-0.027054,-0.651077
1688096998.177029,-0.799576,-0.027023,-0.653046
1688096998.186969,-0.794693,-0.025238,-0.658508
1688096998.196908,-0.797653,-0.027679,-0.663971
1688096998.206848,-0.793594,-0.027512,-0.672928
1688096998.216788,-0.788269,-0.023987,-0.684692
1688096998.226727,-0.793152,-0.037888,-0.684784
1688096998.236667,-0.801300,-0.047409,-0.665161
1688096998.246607,-0.802597,-0.056656,-0.651016
1688096998.256547,-0.788864,-0.056488,-0.644241
1688096998.266486,-0.780472,-0.055954,-0.640564
1688096998.276426,-0.780289,-0.054642,-0.638489
1688096998.286366,-0.781998,-0.060226,-0.636597
1688096998.296306,-0.780762,-0.073105,-0.638474
1688096998.306245,-0.773651,-0.071472,-0.646561
1688096998.316185,-0.760025,-0.061539,-0.665619
1688096998.326125,-0.746124,-0.055283,-0.680344
1688096998.336065,-0.740707,-0.063477,-0.684341
1688096998.346004,-0.747467,-0.072281,-0.682953
1688096998.355944,-0.755402,-0.072647,-0.692581
1688096998.365884,-0.750092,-0.072769,-0.703186
1688096998.375824,-0.748886,-0.061752,-0.702164
1688096998.385763,-0.744431,-0.048569,-0.694946
1688096998.395703,-0.732147,-0.046951,-0.686050
1688096998.405643,-0.716705,-0.047775,-0.676971
1688096998.415583,-0.705444,-0.049576,-0.674088
1688096998.425522,-0.712280,-0.052505,-0.671921
1688096998.435462,-0.717010,-0.061783,-0.677582
1688096998.445402,-0.728226,-0.066956,-0.685593
1688096998.455342,-0.739441,-0.061676,-0.692291
1688096998.465281,-0.747269,-0.060745,-0.696152
1688096998.475221,-0.738800,-0.060852,-0.695831
1688096998.485161,-0.719543,-0.058136,-0.691437
1688096998.495101,-0.711411,-0.054749,-0.681183
1688096998.505040,-0.710266,-0.053955,-0.677460
1688096998.514980,-0.706879,-0.057800,-0.685455
1688096998.524920,-0.707718,-0.064209,-0.696320
1688096998.534860,-0.718124,-0.066559,-0.699707
1688096998.544799,-0.721619,-0.066925,-0.700851
1688096998.554739,-0.714294,-0.073853,-0.704956
1688096998.564679,-0.719864,-0.078217,-0.708466
1688096998.574619,-0.730835,-0.069687,-0.703827
1688096998.584558,-0.730606,-0.060181,-0.697113
1688096998.594498,-0.718689,-0.049194,-0.688904
1688096998.604438,-0.707077,-0.044876,-0.681198
1688096998.614378,-0.703476,-0.050430,-0.674225
1688096998.624317,-0.703049,-0.060699,-0.671051
1688096998.634257,-0.706863,-0.064957,-0.671707
1688096998.644197,-0.712662,-0.065079,-0.685471
1688096998.654137,-0.717804,-0.059982,-0.698837
1688096998.664076,-0.720016,-0.059341,-0.702637
1688096998.674016,-0.719162,-0.056793,-0.704834
1688096998.683956,-0.713715,-0.052811,-0.704926
1688096998.693896,-0.705444,-0.054214,-0.699127
1688096998.703835,-0.708298,-0.060593,-0.696808
1688096998.713775,-0.720673,-0.067215,-0.703690
1688096998.723715,-0.724838,-0.069733,-0.705627
1688096998.733655,-0.730560,-0.067673,-0.706024
1688096998.743594,-0.729691,-0.072296,-0.709442
1688096998.753534,-0.715622,-0.073013,-0.713989
1688096998.763474,-0.712891,-0.065125,-0.720428
1688096998.773414,-0.708557,-0.061249,-0.733261
1688096998.783354,-0.702591,-0.054489,-0.738297
1688096998.793293,-0.701431,-0.046463,-0.748001
1688096998.803233,-0.703506,-0.046967,-0.751053
1688096998.813173,-0.702789,-0.052261,-0.746750
1688096998.823112,-0.700302,-0.059464,-0.743118
1688096998.833052,-0.696091,-0.064102,-0.741211
1688096998.842992,-0.693726,-0.069092,-0.739624
1688096998.852931,-0.695999,-0.070999,-0.735626
1688096998.862872,-0.697723,-0.070923,-0.734009
1688096998.872811,-0.700607,-0.077011,-0.728333
1688096998.882751,-0.708939,-0.084106,-0.719604
1688096998.892691,-0.708054,-0.085663,-0.712158
1688096998.902631,-0.712280,-0.083054,-0.706345
1688096998.912570,-0.718124,-0.078476,-0.698181
1688096998.922510,-0.715027,-0.078735,-0.690979
1688096998.932450,-0.713211,-0.082932,-0.692307
1688096998.942389,-0.716019,-0.076538,-0.697342
1688096998.952329,-0.716599,-0.066544,-0.708176
1688096998.962269,-0.716888,-0.055557,-0.725525
