1688096997.598039,-13.482327,-45.973877,-11.301262,2
1688096997.607979,-13.580780,-45.965897,-11.085625,2
1688096997.617919,-13.763065,-46.264797,-11.402275,2
1688096997.627859,-13.719944,-45.570835,-11.187004,2
1688096997.637798,-13.845081,-46.378811,-11.529396,2
1688096997.647738,-13.751911,-45.799248,-11.841003,2
1688096997.657678,-13.729595,-45.991943,-11.395058,2
1688096997.667617,-13.747520,-46.432564,-11.575684,2
1688096997.677557,-13.672935,-45.612385,-11.612389,2
1688096997.687497,-14.109200,-46.208546,-11.925713,2
1688096997.697437,-13.919659,-45.763268,-12.129250,2
1688096997.707376,-13.895721,-45.730949,-12.099113,2
1688096997.717316,-13.891235,-46.285660,-11.884743,2
1688096997.727256,-13.819016,-45.632851,-11.669762,2
1688096997.737196,-14.090672,-46.237129,-12.011902,2
1688096997.747135,-13.889202,-45.844288,-12.373116,2
1688096997.757075,-14.101421,-45.591293,-12.366333,2
1688096997.767015,-13.954048,-46.166763,-12.385307,2
1688096997.776954,-13.738941,-45.254314,-12.123993,2
1688096997.786894,-13.827587,-46.072098,-12.318336,2
1688096997.796834,-13.972630,-45.785255,-12.507507,2
1688096997.806774,-13.644001,-45.368904,-12.443024,2
1688096997.816713,-13.905064,-46.119293,-12.751228,2
1688096997.826653,-14.051620,-45.304184,-12.474640,2
1688096997.836593,-13.773613,-45.878769,-12.900337,2
1688096997.846533,-13.678726,-45.901726,-12.776848,2
1688096997.856472,-13.578659,-45.727619,-12.901543,2
1688096997.866412,-13.524441,-46.178543,-13.237343,2
1688096997.876352,-13.328426,-45.363083,-13.110161,2
1688096997.886292,-13.612507,-45.810440,-13.332741,2
1688096997.896231,-13.339363,-45.716595,-13.815071,2
1688096997.906171,-13.269299,-45.566391,-13.405861,2
1688096997.916111,-13.632114,-46.266258,-13.806595,2
1688096997.926050,-13.389111,-45.229626,-13.908546,2
1688096997.935990,-13.483055,-45.945389,-14.014267,2
1688096997.945930,-13.136860,-45.880730,-14.213043,2
1688096997.955870,-13.078827,-45.308136,-14.087830,2
1688096997.965809,-13.202145,-46.247772,-14.640022,2
1688096997.975749,-13.036007,-45.455978,-14.550247,2
1688096997.985689,-13.060364,-45.780476,-15.163315,2
1688096997.995629,-13.054688,-45.682228,-15.036484,2
