1688096997.480403,0.000212,-0.002737,-0.002138,0.960109,-0.275632,0.008552,-0.046312
1688096997.497081,0.000186,-0.002996,-0.002238,0.959897,-0.276470,0.007396,-0.045907
1688096997.513754,0.000114,-0.003187,-0.002227,0.959854,-0.276666,0.006766,-0.045713
1688096997.530444,0.000016,-0.003408,-0.002202,0.959600,-0.277556,0.006898,-0.045639
1688096997.547106,0.000435,-0.003375,-0.001398,0.959857,-0.276582,0.007937,-0.045975
1688096997.563782,0.000562,-0.003501,-0.001017,0.959691,-0.277201,0.008014,-0.045692
1688096997.580457,0.000610,-0.003689,-0.000791,0.959302,-0.278610,0.008014,-0.045308
1688096997.597136,0.000603,-0.003882,-0.000628,0.958904,-0.280093,0.007692,-0.044641
1688096997.613810,0.000538,-0.004028,-0.000484,0.958777,-0.280694,0.006868,-0.043712
1688096997.630488,0.000421,-0.004103,-0.000346,0.958878,-0.280543,0.005613,-0.042636
1688096997.647162,0.000925,-0.004153,-0.001052,0.959293,-0.279191,0.004444,-0.042300
1688096997.663838,0.001000,-0.004142,-0.001217,0.959343,-0.279166,0.003165,-0.041445
1688096997.680513,0.000948,-0.004124,-0.001206,0.959348,-0.279248,0.002010,-0.040839
1688096997.697191,0.000863,-0.004113,-0.001134,0.959364,-0.279263,0.000979,-0.040403
1688096997.713865,0.000806,-0.004130,-0.001031,0.959309,-0.279488,0.000304,-0.040160
1688096997.730545,0.000781,-0.004199,-0.000907,0.959152,-0.280055,-0.000056,-0.039965
1688096997.747218,0.000769,-0.004320,-0.000788,0.958912,-0.280899,-0.000325,-0.039788
1688096997.763897,0.000136,-0.004145,-0.000995,0.958664,-0.281643,-0.001105,-0.040487
1688096997.780569,-0.000105,-0.004210,-0.001050,0.958397,-0.282574,-0.001866,-0.040307
1688096997.797247,-0.000217,-0.004378,-0.001057,0.958156,-0.283404,-0.002790,-0.040146
1688096997.813920,-0.000279,-0.004613,-0.001072,0.957938,-0.284151,-0.003991,-0.039953
1688096997.830600,-0.000312,-0.004917,-0.001102,0.957813,-0.284592,-0.005602,-0.039637
1688096997.847271,-0.000305,-0.005311,-0.001147,0.957649,-0.285158,-0.007444,-0.039228
1688096997.863952,0.000088,-0.006243,-0.000708,0.957226,-0.286604,-0.008453,-0.038790
1688096997.880624,0.000347,-0.006955,-0.000537,0.956908,-0.287642,-0.010391,-0.038482
1688096997.897302,0.000639,-0.007616,-0.000424,0.956539,-0.288804,-0.012463,-0.038335
1688096997.913975,0.001007,-0.008310,-0.000292,0.956074,-0.290248,-0.014503,-0.038305
1688096997.930654,0.001449,-0.009080,-0.000141,0.955569,-0.291784,-0.016532,-0.038428
1688096997.947330,0.001941,-0.009931,0.000023,0.955180,-0.292890,-0.018851,-0.038607
1688096997.964006,0.003036,-0.011282,0.000479,0.954603,-0.294417,-0.021451,-0.039901
1688096997.980682,0.003902,-0.012505,0.000732,0.954148,-0.295585,-0.024554,-0.040362
1688096997.997359,0.004802,-0.013834,0.000930,0.953482,-0.297343,-0.027859,-0.041020
1688096998.014039,0.005776,-0.015340,0.001151,0.952669,-0.299491,-0.031105,-0.041952
1688096998.030719,0.006828,-0.016977,0.001405,0.951826,-0.301626,-0.034230,-0.043328
1688096998.047383,0.009190,-0.019942,0.000707,0.950815,-0.304031,-0.037389,-0.046028
1688096998.064062,0.010775,-0.022165,0.000664,0.950090,-0.305569,-0.040528,-0.048097
1688096998.080737,0.012171,-0.024204,0.000883,0.949334,-0.307124,-0.043595,-0.050386
1688096998.097413,0.013560,-0.026255,0.001199,0.948417,-0.309059,-0.047220,-0.052506
1688096998.114086,0.014993,-0.028336,0.001583,0.947512,-0.310799,-0.051880,-0.054161
1688096998.130764,0.016495,-0.030406,0.002017,0.946650,-0.312279,-0.057122,-0.055422
1688096998.147439,0.018384,-0.033246,0.002122,0.945839,-0.313753,-0.062121,-0.055583
1688096998.164117,0.020149,-0.035433,0.002532,0.944661,-0.316058,-0.067005,-0.056860
1688096998.180791,0.021929,-0.037340,0.003050,0.943290,-0.318890,-0.071478,-0.058347
1688096998.197468,0.023758,-0.039082,0.003662,0.941906,-0.321733,-0.075537,-0.059957
1688096998.214149,0.025647,-0.040692,0.004349,0.940387,-0.324898,-0.079538,-0.061531
1688096998.230819,0.027571,-0.042151,0.005124,0.938919,-0.327891,-0.083345,-0.063020
1688096998.247496,0.030786,-0.044626,0.005800,0.937483,-0.330943,-0.087090,-0.063389
1688096998.264173,0.033170,-0.046261,0.006526,0.936224,-0.333126,-0.091207,-0.064759
1688096998.280846,0.035302,-0.047590,0.007234,0.935042,-0.334890,-0.095817,-0.066058
1688096998.297521,0.037338,-0.048785,0.007886,0.933918,-0.336308,-0.100786,-0.067347
1688096998.314197,0.039310,-0.049903,0.008502,0.932817,-0.337462,-0.106170,-0.068552
1688096998.330874,0.041238,-0.050983,0.009136,0.931529,-0.339047,-0.111516,-0.069752
1688096998.347559,0.044380,-0.052180,0.009807,0.929897,-0.341611,-0.117134,-0.069810
1688096998.364228,0.046609,-0.053188,0.010518,0.928519,-0.343345,-0.121911,-0.071451
1688096998.380900,0.048514,-0.054039,0.011303,0.927321,-0.344477,-0.126694,-0.073213
1688096998.397577,0.050314,-0.054828,0.012138,0.926102,-0.345574,-0.131443,-0.075079
1688096998.414253,0.052053,-0.055647,0.013007,0.924724,-0.347034,-0.136188,-0.076845
1688096998.430929,0.053733,-0.056500,0.013916,0.923362,-0.348382,-0.140998,-0.078440
1688096998.447605,0.056620,-0.057127,0.014064,0.921921,-0.349873,-0.146412,-0.078824
1688096998.464283,0.058614,-0.057835,0.014731,0.920727,-0.350699,-0.151035,-0.080374
1688096998.480956,0.060286,-0.058515,0.015564,0.919543,-0.351382,-0.155798,-0.081847
1688096998.497635,0.061813,-0.059217,0.016452,0.918229,-0.352258,-0.160819,-0.083105
1688096998.514308,0.063256,-0.059964,0.017348,0.916736,-0.353504,-0.165924,-0.084256
1688096998.530984,0.064599,-0.060716,0.018260,0.915228,-0.354805,-0.170808,-0.085415
1688096998.547660,0.066989,-0.061278,0.019078,0.913682,-0.356087,-0.176123,-0.085835
1688096998.564338,0.068519,-0.061891,0.019970,0.912473,-0.356742,-0.180317,-0.087262
1688096998.581011,0.069715,-0.062455,0.020870,0.911432,-0.357042,-0.184136,-0.088915
1688096998.597690,0.070789,-0.063009,0.021738,0.910332,-0.357492,-0.187785,-0.090732
1688096998.614363,0.071801,-0.063609,0.022568,0.909130,-0.358159,-0.191441,-0.092494
1688096998.631042,0.072739,-0.064270,0.023336,0.907867,-0.358984,-0.195068,-0.094107
1688096998.647715,0.075720,-0.065024,0.024489,0.906567,-0.360031,-0.198705,-0.095029
1688096998.664394,0.077247,-0.065699,0.025311,0.905548,-0.360532,-0.201720,-0.096482
1688096998.681068,0.078271,-0.066320,0.026000,0.904515,-0.361149,-0.204536,-0.097921
1688096998.697746,0.079101,-0.066934,0.026616,0.903394,-0.362099,-0.207093,-0.099380
1688096998.714418,0.079818,-0.067535,0.027157,0.902222,-0.363242,-0.209486,-0.100833
1688096998.731097,0.080448,-0.068079,0.027616,0.901088,-0.364260,-0.211922,-0.102200
1688096998.747770,0.083872,-0.069020,0.028835,0.899990,-0.365256,-0.214403,-0.103138
