1688096997.598039,0.606345,0.375174,-0.292273,0.637312
1688096997.607979,0.606454,0.374433,-0.292520,0.637531
1688096997.617919,0.606521,0.373810,-0.293119,0.637558
1688096997.627859,0.606554,0.373262,-0.293943,0.637468
1688096997.637798,0.606583,0.372759,-0.294838,0.637322
1688096997.647738,0.606649,0.372258,-0.295707,0.637148
1688096997.657678,0.606736,0.371726,-0.296452,0.637030
1688096997.667617,0.606881,0.371196,-0.297056,0.636919
1688096997.677557,0.607071,0.370709,-0.297562,0.636786
1688096997.687497,0.607270,0.370297,-0.298036,0.636615
1688096997.697437,0.607473,0.369952,-0.298443,0.636430
1688096997.707376,0.607665,0.369639,-0.298684,0.636316
1688096997.717316,0.607828,0.369314,-0.298750,0.636318
1688096997.727256,0.607968,0.368965,-0.298690,0.636415
1688096997.737196,0.608137,0.368552,-0.298527,0.636569
1688096997.747135,0.608363,0.368074,-0.298343,0.636716
1688096997.757075,0.608597,0.367586,-0.298184,0.636849
1688096997.767015,0.608873,0.367081,-0.298078,0.636926
1688096997.776954,0.609204,0.366516,-0.298011,0.636966
1688096997.786894,0.609578,0.365911,-0.298000,0.636961
1688096997.796834,0.609975,0.365300,-0.298043,0.636912
1688096997.806774,0.610427,0.364639,-0.298146,0.636810
1688096997.816713,0.610916,0.363940,-0.298389,0.636627
1688096997.826653,0.611386,0.363251,-0.298809,0.636372
1688096997.836593,0.611913,0.362496,-0.299340,0.636046
1688096997.846533,0.612485,0.361629,-0.299815,0.635766
1688096997.856472,0.613122,0.360636,-0.300205,0.635532
1688096997.866412,0.613801,0.359583,-0.300543,0.635313
1688096997.876352,0.614531,0.358512,-0.300834,0.635074
1688096997.886292,0.615308,0.357442,-0.301115,0.634792
1688096997.896231,0.616170,0.356333,-0.301361,0.634463
1688096997.906171,0.617053,0.355177,-0.301493,0.634189
1688096997.916111,0.617976,0.354000,-0.301526,0.633934
1688096997.926050,0.618947,0.352822,-0.301516,0.633647
1688096997.935990,0.619909,0.351723,-0.301591,0.633283
1688096997.945930,0.620915,0.350673,-0.301856,0.632753
1688096997.955870,0.621976,0.349635,-0.302274,0.632085
1688096997.965809,0.623160,0.348526,-0.302701,0.631327
1688096997.975749,0.624468,0.347287,-0.303064,0.630542
1688096997.985689,0.625915,0.345895,-0.303325,0.629747
1688096997.995629,0.627489,0.344376,-0.303408,0.628973
1688096998.005568,0.629136,0.342795,-0.303325,0.628230
1688096998.015508,0.630840,0.341263,-0.303115,0.627457
1688096998.025448,0.632613,0.339830,-0.302811,0.626596
1688096998.035388,0.634436,0.338482,-0.302439,0.625661
1688096998.045327,0.636296,0.337258,-0.302073,0.624608
1688096998.055267,0.638157,0.336180,-0.301767,0.623439
1688096998.065207,0.640007,0.335234,-0.301413,0.622221
1688096998.075146,0.641885,0.334341,-0.300990,0.620971
1688096998.085086,0.643877,0.333275,-0.300523,0.619707
1688096998.095026,0.645986,0.331947,-0.300175,0.618392
1688096998.104966,0.648197,0.330356,-0.300122,0.616955
1688096998.114905,0.650411,0.328656,-0.300420,0.615385
1688096998.124845,0.652624,0.326875,-0.300947,0.613731
1688096998.134785,0.654867,0.324898,-0.301537,0.612100
1688096998.144725,0.657056,0.322872,-0.302062,0.610565
1688096998.154664,0.659234,0.320841,-0.302360,0.609139
1688096998.164604,0.661491,0.318735,-0.302362,0.607794
1688096998.174544,0.663774,0.316586,-0.302123,0.606547
1688096998.184484,0.666005,0.314499,-0.301737,0.605377
1688096998.194423,0.668181,0.312514,-0.301269,0.604240
1688096998.204363,0.670361,0.310482,-0.300738,0.603137
1688096998.214303,0.672579,0.308292,-0.300140,0.602087
1688096998.224243,0.674711,0.306181,-0.299531,0.601083
1688096998.234182,0.676700,0.304286,-0.299013,0.600066
1688096998.244122,0.678665,0.302485,-0.298556,0.598984
1688096998.254062,0.680621,0.300659,-0.298253,0.597833
1688096998.264002,0.682571,0.298818,-0.298210,0.596554
1688096998.273941,0.684568,0.296976,-0.298357,0.595110
1688096998.283881,0.686601,0.295136,-0.298608,0.593554
1688096998.293821,0.688649,0.293325,-0.299002,0.591879
1688096998.303761,0.690711,0.291517,-0.299581,0.590073
1688096998.313700,0.692815,0.289626,-0.300240,0.588201
1688096998.323640,0.694932,0.287627,-0.300793,0.586399
1688096998.333580,0.697106,0.285501,-0.301099,0.584699
1688096998.343519,0.699254,0.283417,-0.301198,0.583093
1688096998.353459,0.701404,0.281445,-0.301247,0.581439
1688096998.363399,0.703499,0.279639,-0.301359,0.579718
1688096998.373339,0.705563,0.278014,-0.301600,0.577863
1688096998.383278,0.707594,0.276501,-0.301899,0.575948
1688096998.393218,0.709639,0.275000,-0.302141,0.574019
1688096998.403158,0.711720,0.273374,-0.302279,0.572143
1688096998.413098,0.713790,0.271641,-0.302372,0.570339
1688096998.423037,0.715819,0.269896,-0.302527,0.568539
1688096998.432977,0.717763,0.268197,-0.302794,0.566747
1688096998.442917,0.719659,0.266564,-0.303142,0.564925
1688096998.452857,0.721519,0.265003,-0.303506,0.563087
1688096998.462796,0.723331,0.263534,-0.303896,0.561239
1688096998.472736,0.725126,0.262097,-0.304343,0.559350
1688096998.482676,0.726944,0.260559,-0.304859,0.557425
1688096998.492616,0.728770,0.258877,-0.305392,0.555529
1688096998.502555,0.730632,0.257047,-0.305900,0.553650
1688096998.512495,0.732510,0.255095,-0.306317,0.551838
1688096998.522435,0.734353,0.253123,-0.306663,0.550102
1688096998.532375,0.736147,0.251286,-0.307005,0.548353
1688096998.542314,0.737888,0.249598,-0.307356,0.546584
1688096998.552254,0.739560,0.248055,-0.307688,0.544837
1688096998.562194,0.741142,0.246729,-0.308028,0.543094
1688096998.572134,0.742644,0.245646,-0.308363,0.541340
1688096998.582073,0.744130,0.244689,-0.308612,0.539589
1688096998.592013,0.745632,0.243733,-0.308747,0.537868
1688096998.601953,0.747179,0.242705,-0.308821,0.536141
1688096998.611893,0.748728,0.241596,-0.308866,0.534453
1688096998.621832,0.750254,0.240418,-0.308884,0.532831
1688096998.631772,0.751738,0.239227,-0.308921,0.531252
1688096998.641712,0.753127,0.238103,-0.308993,0.529745
1688096998.651652,0.754430,0.237105,-0.309095,0.528278
1688096998.661592,0.755692,0.236170,-0.309177,0.526842
1688096998.671531,0.756910,0.235275,-0.309193,0.525483
1688096998.681471,0.758122,0.234391,-0.309110,0.524178
1688096998.691411,0.759333,0.233462,-0.308894,0.522966
1688096998.701351,0.760540,0.232498,-0.308573,0.521829
1688096998.711290,0.761744,0.231530,-0.308194,0.520727
1688096998.721230,0.762914,0.230569,-0.307834,0.519653
1688096998.731170,0.764057,0.229626,-0.307584,0.518537
1688096998.741110,0.765144,0.228722,-0.307462,0.517405
1688096998.751049,0.766154,0.227895,-0.307530,0.516233
1688096998.760989,0.767083,0.227205,-0.307795,0.514999
1688096998.770929,0.767946,0.226625,-0.308094,0.513788
1688096998.780869,0.768788,0.226105,-0.308296,0.512635
1688096998.790807,0.769578,0.225666,-0.308329,0.511623
1688096998.800748,0.770330,0.225313,-0.308291,0.510669
1688096998.810688,0.771051,0.225000,-0.308181,0.509784
1688096998.820627,0.771701,0.224729,-0.308031,0.509010
1688096998.830567,0.772253,0.224544,-0.307940,0.508309
1688096998.840507,0.772705,0.224438,-0.307927,0.507677
1688096998.850446,0.773079,0.224374,-0.307976,0.507105
1688096998.860387,0.773411,0.224337,-0.308078,0.506553
1688096998.870326,0.773680,0.224336,-0.308260,0.506032
1688096998.880265,0.773953,0.224312,-0.308529,0.505462
1688096998.890206,0.774219,0.224233,-0.308834,0.504902
1688096998.900146,0.774495,0.224065,-0.309106,0.504387
1688096998.910084,0.774799,0.223794,-0.309353,0.503888
1688096998.920025,0.775116,0.223424,-0.309684,0.503361
1688096998.929965,0.775380,0.223012,-0.310218,0.502808
1688096998.939904,0.775623,0.222530,-0.311017,0.502154
