1688096997.598039,-0.099228,0.128062,0.071071,-0.832643,-0.082432,-0.547642,-0.002547,-0.015270,0.008320,177.147232
1688096997.607979,-0.138258,0.045657,0.074930,-0.832225,-0.081173,-0.548464,-0.011113,-0.020329,0.008837,177.137909
1688096997.617919,-0.173085,-0.017450,0.078943,-0.832217,-0.079686,-0.548695,-0.017652,-0.025050,0.004917,177.141800
1688096997.627859,-0.187587,-0.046640,0.077520,-0.832470,-0.078049,-0.548545,-0.014194,-0.022629,-0.001854,177.152954
1688096997.637798,-0.184402,-0.059201,0.071821,-0.832822,-0.076405,-0.548243,-0.009402,-0.019711,-0.012960,177.168808
1688096997.647738,-0.179267,-0.041109,0.063999,-0.833149,-0.074842,-0.547962,-0.002453,-0.014697,-0.011669,177.190643
1688096997.657678,-0.173297,-0.012026,0.055602,-0.833338,-0.073381,-0.547872,0.006769,-0.011778,-0.006770,177.209427
1688096997.667617,-0.153391,0.000212,0.035401,-0.833399,-0.072143,-0.547943,0.011194,-0.006348,-0.005920,177.233124
1688096997.677557,-0.144243,0.003025,0.022725,-0.833407,-0.071127,-0.548064,0.008425,-0.003885,-0.003145,177.263062
1688096997.687497,-0.133540,-0.007914,0.010496,-0.833449,-0.070272,-0.548110,0.009886,-0.006251,0.001754,177.297150
1688096997.697437,-0.107583,0.001664,0.005058,-0.833490,-0.069595,-0.548134,0.014352,0.002533,0.002816,177.332855
1688096997.707376,-0.075243,0.028617,0.003470,-0.833414,-0.069118,-0.548310,0.017694,0.013225,-0.002746,177.361191
1688096997.717316,-0.055360,0.053867,0.008883,-0.833180,-0.068759,-0.548711,0.024128,0.014819,-0.003291,177.376419
1688096997.727256,-0.041112,0.081232,0.009673,-0.832817,-0.068456,-0.549299,0.026909,0.013448,0.000761,177.380844
1688096997.737196,-0.035493,0.104951,0.011130,-0.832308,-0.068194,-0.550102,0.022891,0.008197,0.006233,177.382889
1688096997.747135,-0.043191,0.108684,0.008041,-0.831719,-0.067926,-0.551026,0.017693,0.000696,0.009477,177.390976
1688096997.757075,-0.054941,0.099435,0.002210,-0.831141,-0.067626,-0.551934,0.018550,-0.004091,0.016564,177.400940
1688096997.767015,-0.072224,0.101772,-0.007716,-0.830590,-0.067303,-0.552802,0.013329,-0.007022,0.014259,177.420044
1688096997.776954,-0.091615,0.103522,-0.009736,-0.830016,-0.066920,-0.553711,0.007780,-0.003240,0.011887,177.447540
1688096997.786894,-0.106689,0.095878,-0.015112,-0.829450,-0.066474,-0.554611,0.012586,-0.000741,0.008224,177.483170
1688096997.796834,-0.119227,0.091332,-0.018654,-0.828926,-0.065994,-0.555452,0.016045,-0.000428,0.008348,177.524841
1688096997.806774,-0.144944,0.089506,-0.023085,-0.828404,-0.065446,-0.556295,0.014241,0.002565,0.017339,177.576385
1688096997.816713,-0.176202,0.059749,-0.022920,-0.827969,-0.064749,-0.557024,0.014889,0.002432,0.023012,177.638733
1688096997.826653,-0.206687,0.035091,-0.020577,-0.827700,-0.063865,-0.557524,0.023257,0.005409,0.023512,177.705566
1688096997.836593,-0.222199,0.049117,-0.022608,-0.827469,-0.062844,-0.557983,0.027756,0.012520,0.021667,177.784302
1688096997.846533,-0.231497,0.086485,-0.017683,-0.827086,-0.061759,-0.558671,0.032928,0.014366,0.016755,177.863022
1688096997.856472,-0.232019,0.113231,-0.020455,-0.826515,-0.060648,-0.559638,0.035149,0.018488,0.015387,177.943619
1688096997.866412,-0.232440,0.123308,-0.027207,-0.825842,-0.059548,-0.560748,0.038123,0.021218,0.009021,178.026764
1688096997.876352,-0.236440,0.129618,-0.041798,-0.825108,-0.058529,-0.561935,0.033131,0.024487,0.001938,178.116318
1688096997.886292,-0.242395,0.131694,-0.055148,-0.824360,-0.057584,-0.563130,0.023624,0.032377,-0.003902,178.214203
1688096997.896231,-0.243538,0.154097,-0.065110,-0.823539,-0.056719,-0.564417,0.024436,0.033892,-0.009710,178.324036
1688096997.906171,-0.237200,0.176355,-0.070818,-0.822574,-0.055919,-0.565902,0.034473,0.032955,-0.009690,178.430756
1688096997.916111,-0.228098,0.191563,-0.083461,-0.821497,-0.055232,-0.567531,0.038294,0.034892,0.000072,178.539413
1688096997.926050,-0.231199,0.184861,-0.092505,-0.820375,-0.054647,-0.569209,0.034486,0.028112,0.011302,178.655258
1688096997.935990,-0.248025,0.142463,-0.104490,-0.819398,-0.054087,-0.570667,0.037614,0.015376,0.016529,178.777115
1688096997.945930,-0.283427,0.106737,-0.116067,-0.818632,-0.053476,-0.571823,0.033751,0.015344,0.025528,178.918015
1688096997.955870,-0.313399,0.095314,-0.139606,-0.818013,-0.052804,-0.572771,0.027837,0.021569,0.031541,179.076355
1688096997.965809,-0.331696,0.120075,-0.155008,-0.817330,-0.052169,-0.573804,0.037316,0.023864,0.026898,179.254013
1688096997.975749,-0.347731,0.152541,-0.169903,-0.816466,-0.051551,-0.575088,0.048293,0.034980,0.023940,179.445419
1688096997.985689,-0.362463,0.201435,-0.190210,-0.815364,-0.050965,-0.576702,0.053355,0.049760,0.026744,179.650223
1688096997.995629,-0.356575,0.244504,-0.206429,-0.813976,-0.050514,-0.578698,0.062435,0.051032,0.029519,179.864655
1688096998.005568,-0.342429,0.270531,-0.222460,-0.812374,-0.050214,-0.580971,0.076839,0.039503,0.028053,180.082596
1688096998.015508,-0.322589,0.271048,-0.247974,-0.810690,-0.050180,-0.583322,0.071111,0.032617,0.023157,180.308044
1688096998.025448,-0.310127,0.266574,-0.280214,-0.808996,-0.050481,-0.585643,0.049047,0.028768,0.021357,180.547562
1688096998.035388,-0.302453,0.260433,-0.305529,-0.807306,-0.051043,-0.587922,0.042063,0.020556,0.026322,180.798035
1688096998.045327,-0.300498,0.219604,-0.329372,-0.805725,-0.051838,-0.590017,0.041382,0.011692,0.028143,181.062210
1688096998.055267,-0.292436,0.199403,-0.348165,-0.804325,-0.052805,-0.591839,0.035602,0.018870,0.025738,181.336792
1688096998.065207,-0.269318,0.184798,-0.367540,-0.802993,-0.054014,-0.593536,0.033965,0.023130,0.007583,181.614594
1688096998.075146,-0.266184,0.211204,-0.374000,-0.801634,-0.055405,-0.595241,0.037596,0.032791,-0.001469,181.897568
1688096998.085086,-0.311947,0.247615,-0.379259,-0.800065,-0.056704,-0.597228,0.037888,0.031008,0.000274,182.191635
1688096998.095026,-0.386434,0.248822,-0.368869,-0.798364,-0.057615,-0.599413,0.036431,0.032072,0.006426,182.500488
1688096998.104966,-0.479596,0.229580,-0.367359,-0.796705,-0.057949,-0.601584,0.031385,0.030986,0.005484,182.829163
1688096998.114905,-0.522564,0.174099,-0.351058,-0.795292,-0.057775,-0.603467,0.024357,0.029653,-0.002750,183.170105
1688096998.124845,-0.565085,0.184322,-0.343190,-0.794037,-0.057252,-0.605167,0.008560,0.036256,-0.003613,183.518234
1688096998.134785,-0.582044,0.202576,-0.321931,-0.792674,-0.056388,-0.607032,-0.002065,0.026268,-0.015923,183.866608
1688096998.144725,-0.548687,0.226186,-0.308898,-0.791212,-0.055433,-0.609024,-0.004137,0.038251,-0.034500,184.200790
1688096998.154664,-0.519087,0.278112,-0.320629,-0.789525,-0.054660,-0.611279,-0.014201,0.031710,-0.048145,184.523468
1688096998.164604,-0.495453,0.337637,-0.332290,-0.787471,-0.054133,-0.613970,-0.027791,0.026927,-0.039701,184.844910
1688096998.174544,-0.462238,0.366947,-0.328071,-0.785132,-0.053779,-0.616990,-0.020594,0.026359,-0.034225,185.158783
1688096998.184484,-0.429584,0.368073,-0.325142,-0.782699,-0.053587,-0.620090,-0.011918,0.027952,-0.036435,185.460373
1688096998.194423,-0.408083,0.359593,-0.327924,-0.780272,-0.053553,-0.623143,-0.016313,0.027201,-0.038935,185.753525
1688096998.204363,-0.415843,0.409253,-0.318220,-0.777732,-0.053498,-0.626315,-0.019310,0.024385,-0.041150,186.043320
1688096998.214303,-0.418979,0.421566,-0.309728,-0.774973,-0.053280,-0.629744,-0.013433,0.030026,-0.052522,186.330750
1688096998.224243,-0.392929,0.379589,-0.299541,-0.772273,-0.053081,-0.633070,-0.018773,0.020427,-0.053423,186.605896
1688096998.234182,-0.369623,0.339089,-0.298337,-0.769867,-0.052965,-0.636003,-0.028396,0.009172,-0.037658,186.869781
1688096998.244122,-0.386216,0.324173,-0.305486,-0.767606,-0.052912,-0.638735,-0.036349,-0.001150,-0.015913,187.137299
1688096998.254062,-0.423701,0.288893,-0.299011,-0.765482,-0.052658,-0.641299,-0.029287,-0.004746,-0.005720,187.410172
1688096998.264002,-0.461685,0.246648,-0.310685,-0.763620,-0.052132,-0.643558,-0.018317,-0.003502,0.002338,187.694336
1688096998.273941,-0.489320,0.224273,-0.325280,-0.761957,-0.051490,-0.645577,-0.018301,-0.003731,0.006203,187.997742
1688096998.283881,-0.509355,0.205983,-0.339961,-0.760408,-0.050802,-0.647455,-0.020231,-0.005716,0.010630,188.314423
1688096998.293821,-0.532585,0.165332,-0.346952,-0.759041,-0.050050,-0.649116,-0.023384,-0.018859,0.011848,188.643234
1688096998.303761,-0.565690,0.143602,-0.358030,-0.757881,-0.049158,-0.650538,-0.018715,-0.025046,0.008418,188.985596
1688096998.313700,-0.582484,0.158357,-0.353428,-0.756738,-0.048112,-0.651946,-0.009513,-0.017379,-0.006257,189.337326
1688096998.323640,-0.569700,0.210836,-0.346716,-0.755390,-0.046992,-0.653589,0.005069,-0.008977,-0.022055,189.683243
1688096998.333580,-0.544057,0.267640,-0.343393,-0.753659,-0.045944,-0.655658,0.011823,-0.013351,-0.028684,190.023422
1688096998.343519,-0.510030,0.266804,-0.352741,-0.751746,-0.045108,-0.657908,0.008322,-0.024503,-0.025548,190.351944
1688096998.353459,-0.496294,0.245627,-0.364778,-0.749878,-0.044500,-0.660078,-0.004257,-0.028849,-0.027758,190.684952
1688096998.363399,-0.488115,0.202169,-0.380827,-0.748235,-0.044045,-0.661970,-0.004145,-0.028755,-0.037371,191.019547
1688096998.373339,-0.481295,0.155247,-0.394696,-0.746904,-0.043745,-0.663491,-0.001723,-0.023927,-0.041221,191.364349
1688096998.383278,-0.470206,0.147099,-0.402279,-0.745743,-0.043544,-0.664809,-0.001571,-0.008763,-0.032029,191.712082
1688096998.393218,-0.473567,0.169527,-0.407132,-0.744534,-0.043432,-0.666171,0.007397,-0.003336,-0.024091,192.062073
1688096998.403158,-0.479530,0.208415,-0.392149,-0.743095,-0.043238,-0.667788,0.019767,-0.003942,-0.011289,192.409256
1688096998.413098,-0.483919,0.211160,-0.379498,-0.741515,-0.042880,-0.669565,0.034301,-0.005948,-0.005957,192.748306
1688096998.423037,-0.494134,0.188417,-0.374585,-0.740002,-0.042397,-0.671267,0.031033,-0.008415,-0.000791,193.083252
1688096998.432977,-0.495949,0.163932,-0.363035,-0.738669,-0.041789,-0.672772,0.023474,-0.016271,-0.001666,193.410660
1688096998.442917,-0.487554,0.146301,-0.360236,-0.737495,-0.041165,-0.674096,0.014046,-0.025073,-0.008795,193.736893
1688096998.452857,-0.471004,0.131423,-0.362825,-0.736411,-0.040610,-0.675315,0.001395,-0.023553,-0.014627,194.061737
1688096998.462796,-0.466829,0.112549,-0.367256,-0.735445,-0.040128,-0.676395,-0.010343,-0.020205,-0.018979,194.383575
1688096998.472736,-0.485003,0.102310,-0.369008,-0.734582,-0.039638,-0.677361,-0.009437,-0.021672,-0.018699,194.708008
1688096998.482676,-0.513478,0.113164,-0.360459,-0.733714,-0.038952,-0.678341,0.007167,-0.020222,-0.015858,195.037613
1688096998.492616,-0.534466,0.132833,-0.350481,-0.732749,-0.038015,-0.679437,0.020316,-0.017893,-0.005576,195.364655
1688096998.502555,-0.545838,0.160771,-0.346161,-0.731629,-0.036891,-0.680704,0.020707,-0.017018,0.003382,195.692566
1688096998.512495,-0.548878,0.193193,-0.331558,-0.730303,-0.035644,-0.682193,0.021944,-0.019760,0.000751,196.014725
1688096998.522435,-0.525506,0.187494,-0.327496,-0.728885,-0.034371,-0.683773,0.022785,-0.027839,-0.009358,196.326355
1688096998.532375,-0.500176,0.162051,-0.332693,-0.727588,-0.033274,-0.685207,0.013965,-0.032675,-0.013569,196.635529
1688096998.542314,-0.480650,0.144694,-0.340810,-0.726441,-0.032360,-0.686467,0.003968,-0.034398,-0.014293,196.942261
1688096998.552254,-0.444192,0.123692,-0.335662,-0.725408,-0.031623,-0.687593,0.008733,-0.038643,-0.014830,197.241531
1688096998.562194,-0.409815,0.085185,-0.342157,-0.724580,-0.031145,-0.688487,0.008683,-0.046964,-0.020269,197.533554
1688096998.572134,-0.366537,0.068078,-0.350751,-0.723965,-0.030996,-0.689140,-0.003421,-0.042749,-0.016472,197.820663
1688096998.582073,-0.348962,0.082742,-0.358943,-0.723358,-0.031113,-0.689772,-0.009201,-0.032791,-0.010424,198.106201
1688096998.592013,-0.341059,0.103541,-0.361973,-0.722616,-0.031340,-0.690539,-0.001276,-0.021669,-0.000913,198.389786
1688096998.601953,-0.351200,0.119845,-0.355730,-0.721737,-0.031544,-0.691448,0.011227,-0.014278,0.006923,198.677002
1688096998.611893,-0.361100,0.135445,-0.344921,-0.720757,-0.031630,-0.692466,0.016609,-0.015276,0.016334,198.960373
1688096998.621832,-0.360746,0.141640,-0.331823,-0.719687,-0.031583,-0.693579,0.017005,-0.025867,0.021109,199.235184
1688096998.631772,-0.350120,0.135442,-0.317918,-0.718635,-0.031443,-0.694676,0.013557,-0.032552,0.024984,199.502472
1688096998.641712,-0.333567,0.112281,-0.300813,-0.717690,-0.031269,-0.695661,0.007637,-0.034283,0.016263,199.755325
1688096998.651652,-0.310728,0.093647,-0.295675,-0.716895,-0.031183,-0.696483,0.000892,-0.030890,0.001735,199.997910
1688096998.661592,-0.290055,0.100994,-0.283655,-0.716134,-0.031169,-0.697267,-0.003303,-0.027669,-0.004638,200.234344
1688096998.671531,-0.275000,0.108508,-0.282085,-0.715329,-0.031213,-0.698090,-0.004611,-0.027320,-0.005767,200.459534
1688096998.681471,-0.256705,0.133117,-0.269097,-0.714411,-0.031337,-0.699024,-0.002065,-0.022420,-0.006573,200.678757
1688096998.691411,-0.245989,0.164074,-0.261328,-0.713292,-0.031469,-0.700160,0.005253,-0.021510,-0.001698,200.888275
1688096998.701351,-0.234220,0.178454,-0.252321,-0.712013,-0.031604,-0.701454,0.007027,-0.026532,0.005364,201.089676
1688096998.711290,-0.233137,0.186384,-0.250527,-0.710658,-0.031763,-0.702821,-0.005788,-0.033179,0.001450,201.287125
1688096998.721230,-0.238642,0.167751,-0.245499,-0.709333,-0.031875,-0.704152,-0.014635,-0.037522,-0.000926,201.479187
1688096998.731170,-0.245556,0.142239,-0.243399,-0.708163,-0.031907,-0.705328,-0.019529,-0.036193,-0.000498,201.673401
1688096998.741110,-0.254680,0.111979,-0.241095,-0.707189,-0.031846,-0.706307,-0.025294,-0.037841,-0.000984,201.865387
1688096998.751049,-0.260672,0.053511,-0.235647,-0.706525,-0.031691,-0.706978,-0.013705,-0.042772,-0.005790,202.055984
1688096998.760989,-0.246548,0.013679,-0.232176,-0.706229,-0.031542,-0.707281,-0.006936,-0.036329,-0.009791,202.247345
1688096998.770929,-0.223567,0.009570,-0.223456,-0.706073,-0.031482,-0.707439,-0.005200,-0.030591,-0.021046,202.431686
